363,404,429,0,386.986852
447,674,494,0,326.6311044
552,708,508,0,441.0612322
680,716,437,0,482.8459805
784,706,388,0,500.5976709
834,471,440,0,512.8873028
872,535,302,0,588.9214347
630,481,307,0,557.7981187
544,748,237,0,1016.369942
373,793,239,0,1290.179533
345,755,257,0,1046.473635
460,767,318,0,1010.722222
633,900,268,0,690.4478708
