3297,1311,6481,0,1874.568234
3357,1381,6467,0,2382.20114
4605,1436,3084,25,2407.12091
4527,2503,1442,25,1960.28365
3341,2496,1182,20,1820.00253
3785,3582,1205,10,1507.860925
4215,3251,1262,15,1985.836496
3927,2328,1118,25,1851.816285
4578,2270,965,20,2231.854425
4239,2183,921,201,2646.574261
3807,2408,935,19,2442.364708
4209,1873,811,7,2378.170729
3797,2529,764,0,2058.314601
