157,595,462,0,398.3447992
142,611,461,6,506.9083713
123,579,438,4,506.9083713
223,562,369,6,476.0095085
184,959,307,4,481.8552393
163,1031,359,6,605.4506907
150,1082,287,4,976.073339
156,660,297,4,927.1932903
134,843,245,3,606.7577272
82,1029,180,0,647.6591408
114,841,134,0,713.7843037
114,896,100,0,602.1000052
114,2500,91,0,579.3088628
